,NAME,ID,NAME_TYPE,CLASS,MASS [kg],FALL,YEAR,LAT,LONG,COORDINATE,COUNTRY,CONTINENT
30602,Sayh al Uhaymir 556,56352,Valid,H6,2.08,Found,2011,21.0403,57.0436,"(21.04035, 57.04358)",Oman,Asia
30605,Schaap-Kooi,23456,Valid,H4,2.7,Found,1910,-32.0833,21.3333,"(-32.08333, 21.33333)",South Africa,Africa
30607,Scott City,23462,Valid,H5,2.13,Found,1905,38.4667,-100.933,"(38.46667, -100.93333)",United States,North America
30613,Scurry,23468,Valid,H5,118.0,Found,1937,32.5,-101.0,"(32.5, -101.0)",United States,North America
30614,Seagraves,23469,Valid,H4,13.0,Found,1962,32.9333,-102.583,"(32.93333, -102.58333)",United States,North America
30615,Seagraves (b),23470,Valid,H5,4.6,Found,1976,32.9172,-102.5,"(32.91722, -102.5)",United States,North America
30616,Seagraves (c),23471,Valid,L6/7,26.81,Found,1989,32.9833,-102.567,"(32.98333, -102.56667)",United States,North America
30621,Seibert (a),23479,Valid,H5,3.5,Found,1941,39.3,-102.833,"(39.3, -102.83333)",United States,North America
30622,Seibert (b),23480,Valid,L6,8.6,Found,1991,39.2767,-102.887,"(39.27667, -102.88667)",United States,North America
30625,Seligman,23485,Valid,"Iron, IAB-MG",2.2,Found,1949,35.2833,-112.867,"(35.28333, -112.86667)",United States,North America
30626,Selma,23486,Valid,H4,140.6,Found,1906,32.4,-87.0,"(32.4, -87.0)",United States,North America
30627,Seminole,23488,Valid,H4,43.9,Found,1961,32.6833,-102.617,"(32.68333, -102.61667)",United States,North America
30632,Seminole (f),54436,Valid,H5,5.42,Found,2008,32.7004,-102.673,"(32.70038, -102.67268)",United States,North America
30638,Seneca Township,23499,Valid,"Iron, IVA",11.5,Found,1923,41.7833,-84.1833,"(41.78333, -84.18333)",United States,North America
30640,Seth Ward,23505,Valid,H5,3.8,Found,1977,34.2689,-101.647,"(34.26889, -101.64722)",United States,North America
30643,Seymchan,23510,Valid,"Pallasite, PMG",323.3,Found,1967,62.9,152.433,"(62.9, 152.43333)",Russia,Europe
30644,Seymour,23511,Valid,"Iron, IAB-MG",25.9,Found,1940,37.2375,-92.7869,"(37.2375, -92.78694)",United States,North America
30645,Shafter Lake,23513,Valid,H5,3.03,Found,1933,32.4,-102.583,"(32.4, -102.58333)",United States,North America
30649,Shalim 003,23516,Valid,H5,10.35,Found,2001,18.1823,55.5018,"(18.18233, 55.50183)",Oman,Asia
30650,Shalim 004,23517,Valid,H5,10.35,Found,2001,18.1823,55.5018,"(18.18233, 55.50183)",Oman,Asia
30655,Shalim 009,51962,Valid,L6,9.47,Found,2009,18.8725,55.4759,"(18.87253, 55.47592)",Oman,Asia
30667,Shallowater,23522,Valid,Aubrite,4.65,Found,1936,33.7,-101.933,"(33.7, -101.93333)",United States,North America
30668,Shangdu,23523,Valid,"Iron, IIIAB",247.0,Found,1957,42.5,114.0,"(42.5, 114.0)",China,Asia
30669,Sharon Springs,23524,Valid,L6,23.4,Found,1983,38.7708,-101.798,"(38.77083, -101.79833)",United States,North America
30670,Shaw,23526,Valid,L6/7,17.5,Found,1937,39.5333,-103.333,"(39.53333, -103.33333)",United States,North America
30675,Shields,23533,Valid,H5,9.78,Found,1962,38.7,-100.35,"(38.7, -100.35)",United States,North America
30685,Shişr 007,23545,Valid,Ureilite,9.02,Found,2001,18.2925,53.5675,"(18.2925, 53.5675)",Oman,Asia
30688,Shişr 010,23548,Valid,L5,17.6,Found,2001,18.55,53.97,"(18.55, 53.97)",Oman,Asia
30692,Shişr 014,31329,Valid,L5,2.58,Found,2004,18.3288,53.886,"(18.32883, 53.886)",Oman,Asia
30693,Shişr 015,23550,Valid,L5,3.41,Found,2001,18.5491,53.9229,"(18.54908, 53.9229)",Oman,Asia
30698,Shişr 020,23555,Valid,H4-6,2.2,Found,2001,18.5593,53.8915,"(18.55927, 53.89155)",Oman,Asia
30703,Shişr 025,23560,Valid,L6,7.29,Found,1998,18.1074,53.8319,"(18.1074, 53.8319)",Oman,Asia
30714,Shişr 036,23571,Valid,H3,10.18,Found,2002,18.5075,53.9933,"(18.50755, 53.99325)",Oman,Asia
30717,Shişr 039,23574,Valid,L4-5,2.12,Found,2002,18.5472,53.957,"(18.54723, 53.95703)",Oman,Asia
30721,Shişr 043,23578,Valid,"Iron, IIIAB",8.27,Found,2003,18.5924,53.8125,"(18.59243, 53.81247)",Oman,Asia
30723,Shişr 045,34554,Valid,H6,2.3,Found,2005,18.1517,53.9482,"(18.15169, 53.94822)",Oman,Asia
30729,Shişr 102,35718,Valid,L6,3.6,Found,2002,18.6262,53.9156,"(18.6262, 53.9156)",Oman,Asia
30789,Shişr 162,53579,Valid,Lunar (feldsp. breccia),5.52,Found,2006,18.5667,53.8333,"(18.56667, 53.83333)",Oman,Asia
30795,Shişr 168,52604,Valid,H5,12.69,Found,2004,18.6067,53.9512,"(18.60667, 53.95117)",Oman,Asia
30803,Shrewsbury,23581,Valid,"Iron, IAB-sLL",12.0,Found,1907,39.7667,-76.6667,"(39.76667, -76.66667)",United States,North America
30804,Sidney,23585,Valid,L,6.0,Found,1941,41.05,-102.9,"(41.05, -102.9)",United States,North America
30806,Sierra Colorada,23588,Valid,L5,71.3,Found,1995,-40.8,-67.4833,"(-40.8, -67.48333)",Argentina,South America
30809,Sierra Sandon,23591,Valid,"Iron, IIIAB",6.33,Found,1923,-25.1667,-69.2833,"(-25.16667, -69.28333)",Chile,South America
30810,Signal Mountain,23592,Valid,"Iron, IVA",63.5,Found,1919,32.5,-115.5,"(32.5, -115.5)",Mexico,North America
30813,Silver Bell,23596,Valid,"Iron, IIAB",5.1,Found,1939,32.4833,-111.567,"(32.48333, -111.56667)",United States,North America
30818,Silverton (Texas),23601,Valid,H4,2.58,Found,1938,34.5333,-101.183,"(34.53333, -101.18333)",United States,North America
30821,Sinawan 001,23607,Valid,L6,28.6,Found,1991,31.0,11.6667,"(31.0, 11.66667)",Libya,Africa
30828,Skiff,23622,Valid,H4,3.54,Found,1966,49.25,-111.867,"(49.25, -111.86667)",Canada,North America
30829,Skookum,23623,Valid,"Iron, IVB",16.0,Found,1905,63.9167,-139.333,"(63.91667, -139.33333)",Canada,North America
30860,Slovak,23647,Valid,H5,8.22,Found,1962,34.65,-91.5833,"(34.65, -91.58333)",United States,North America
30861,Smara,23648,Valid,Eucrite-pmict,12.87,Found,2000,26.6833,-11.7333,"(26.68333, -11.73333)",Morocco,Africa
30864,Smithonia,23651,Valid,"Iron, IIAB",69.9,Found,1940,34.0,-83.1667,"(34.0, -83.16667)",United States,North America
30868,Smyer,23655,Valid,H6,3.27,Found,1968,33.5833,-102.167,"(33.58333, -102.16667)",United States,North America
30870,Snyder,23657,Valid,H3,16.9,Found,1983,32.7167,-100.917,"(32.71667, -100.91667)",United States,North America
30872,Social Circle,23659,Valid,"Iron, IVA",99.3,Found,1927,33.7,-83.7,"(33.7, -83.7)",United States,North America
30873,Soledade,23662,Valid,"Iron, IAB-MG",68.0,Found,1986,-29.05,-51.4333,"(-29.05, -51.43333)",Brazil,South America
30874,Sombrerete,23664,Valid,"Iron, IAB-sHL",10.0,Found,1958,23.6333,-103.667,"(23.63333, -103.66667)",Mexico,North America
30875,Somervell County,23665,Valid,"Pallasite, PMG",11.8,Found,1919,32.1833,-97.8,"(32.18333, -97.8)",United States,North America
30877,Soper,23669,Valid,"Iron, ungrouped",3.7,Found,1938,34.0333,-95.5833,"(34.03333, -95.58333)",United States,North America
30878,Souslovo,23673,Valid,L4,19.3,Found,1997,55.4295,55.7873,"(55.4295, 55.78727)",Russia,Europe
30880,South Byron,23676,Valid,"Iron, ungrouped",6.0,Found,1915,43.0333,-78.0333,"(43.03333, -78.03333)",United States,North America
30881,South Dahna,23677,Valid,"Iron, IAB complex",275.0,Found,1957,22.5667,48.3,"(22.56667, 48.3)",Saudi Arabia,Asia
30883,South Plains,23680,Valid,L5,4.76,Found,1971,34.2667,-101.25,"(34.26667, -101.25)",United States,North America
30884,Southampton,23682,Valid,Pallasite,3.58,Found,2001,44.5064,-81.3722,"(44.50642, -81.37217)",Canada,North America
30885,Spade,23686,Valid,H6,8.86,Found,2000,34.0011,-102.128,"(34.00111, -102.12833)",United States,North America
30886,Spearman,23687,Valid,"Iron, IIIAB",10.4,Found,1934,36.25,-101.217,"(36.25, -101.21667)",United States,North America
30887,Springer,23688,Valid,H5,8.14,Found,1965,36.3461,-97.185,"(36.34611, -97.185)",United States,North America
30888,Springfield,23689,Valid,L6,3.2,Found,1937,37.3833,-102.633,"(37.38333, -102.63333)",United States,North America
30890,Springlake,23691,Valid,L6,17.3,Found,1980,34.3444,-102.224,"(34.34444, -102.22361)",United States,North America
30891,Springwater,23692,Valid,"Pallasite, PMG-an",67.6,Found,1931,52.0,-108.3,"(52.0, -108.3)",Canada,North America
30900,St. Lawrence,23088,Valid,LL6,2.6,Found,1965,31.7333,-101.505,"(31.73333, -101.505)",United States,North America
30901,St. Peter,23094,Valid,L5,6.8,Found,1957,39.4,-100.033,"(39.4, -100.03333)",United States,North America
30904,Starvation Lake,23714,Valid,LL3.9,12.0,Found,1975,-30.4667,141.083,"(-30.46667, 141.08333)",Australia,Oceania
30905,Statesboro,23715,Valid,L5,2.16,Found,2000,32.4375,-81.9167,"(32.4375, -81.91667)",United States,North America
30924,Stockyard Creek,55551,Valid,H5,2.7,Found,2008,-23.2556,116.901,"(-23.25556, 116.90083)",Australia,Oceania
30925,Stoneham,31330,Valid,H5,5.0,Found,1960,40.6378,-103.697,"(40.63783, -103.69717)",United States,North America
30926,Stonington,23727,Valid,H5,2.7,Found,1942,37.2833,-102.2,"(37.28333, -102.2)",United States,North America
30930,Stump Spring 083,52752,Valid,LL6,13.7,Found,2010,35.9873,-115.858,"(35.98728, -115.85828)",United States,North America
30932,Sueilila,45010,Valid,LL6,13.27,Found,2005,24.6363,-14.7163,"(24.63633, -14.71633)",Morocco,Africa
30933,Sukhoj Liman,23739,Valid,H4/5,48.0,Found,1987,46.4,30.8,"(46.4, 30.8)",Ukraine,Europe
30935,Summerfield,23743,Valid,L5,6.2,Found,1979,34.7667,-102.417,"(34.76667, -102.41667)",United States,North America
30937,Sunray,23746,Valid,H4,4.3,Found,1985,36.0,-101.833,"(36.0, -101.83333)",United States,North America
30958,Susuman,23762,Valid,"Iron, IIIAB",18.9,Found,1957,62.7214,148.13,"(62.72139, 148.13028)",Russia,Europe
30959,Sutton,23763,Valid,H5,7.6,Found,1964,40.6,-97.8667,"(40.6, -97.86667)",United States,North America
30965,Sverdlovsk,23769,Valid,H4/5,4.5,Found,1985,57.0,62.7,"(57.0, 62.7)",Russia,Europe
30968,Sychevka,23772,Valid,"Iron, IIIAB",65.0,Found,1988,51.125,127.495,"(51.125, 127.495)",Russia,Europe
30970,Tabbita,23775,Valid,L6,3.1,Found,1983,-34.05,145.833,"(-34.05, 145.83333)",Australia,Oceania
30972,Tafassasset,23779,Valid,CR-an,114.0,Found,2000,20.7633,10.4417,"(20.76333, 10.44167)",Niger,Africa
30975,Tagounite,23783,Valid,"Iron, IIIAB",3.3,Found,1989,29.9667,-5.6,"(29.96667, -5.6)",Morocco,Africa
30976,Taiban,23785,Valid,L5,25.0,Found,1934,34.45,-104.017,"(34.45, -104.01667)",United States,North America
30978,Taicang,23787,Valid,Stone-uncl,20.0,Found,1928,31.5,121.083,"(31.5, 121.08333)",China,Asia
30980,Talbachat n'aït Isfoul,23792,Valid,LL3,8.0,Found,1999,29.9833,-5.23333,"(29.98333, -5.23333)",Morocco,Africa
30981,Talpa,23793,Valid,H6,13.0,Found,1963,31.8667,-99.5833,"(31.86667, -99.58333)",United States,North America
30983,Tamarugal,23794,Valid,"Iron, IIIAB",320.0,Found,1903,-20.8,-69.6667,"(-20.8, -69.66667)",Chile,South America
30985,Tambo Quemado,23797,Valid,"Iron, IIIAB",141.0,Found,1950,-14.6667,-74.5,"(-14.66667, -74.5)",Peru,South America
30987,Tamir-Tsetserleg,23799,Valid,Stone-uncl,173.0,Found,1956,47.45,101.479,"(47.45, 101.47917)",Mongolia,Asia
30989,Tanezrouft 002,23803,Valid,H5,2.35,Found,1989,24.4,1.03333,"(24.4, 1.03333)",Algeria,Africa
30997,Tanezrouft 010,23811,Valid,L/LL3,2.5,Found,1991,26.0731,0.36833,"(26.07306, 0.36833)",Algeria,Africa
30998,Tanezrouft 011,23812,Valid,L/LL5-6,3.29,Found,1991,25.5339,0.36306,"(25.53389, 0.36306)",Algeria,Africa
31015,Tanezrouft 028,23829,Valid,H3,15.0,Found,1991,25.2531,0.14028,"(25.25306, 0.14028)",Algeria,Africa
31018,Tanezrouft 032,23833,Valid,H5,3.15,Found,1991,25.3706,-0.0225,"(25.37056, -0.0225)",Algeria,Africa
31020,Tanezrouft 034,23835,Valid,H5,4.72,Found,1991,25.4347,-0.09028,"(25.43472, -0.09028)",Algeria,Africa
31043,Tanezrouft 057,23858,Valid,CK4-an,5.4,Found,2002,25.2667,0.15,"(25.26667, 0.15)",Algeria,Africa
31044,Tanezrouft 058,23859,Valid,L6,2.35,Found,2002,25.3333,0.55,"(25.33333, 0.55)",Algeria,Africa
31046,Tanezrouft 060,23861,Valid,LL4,3.65,Found,2002,25.2833,0.2,"(25.28333, 0.2)",Algeria,Africa
31050,Tanezrouft 065,23865,Valid,L4,30.0,Found,2002,25.4075,0.13639,"(25.4075, 0.13639)",Algeria,Africa
31057,Tanezrouft 072,31333,Valid,H6,62.28,Found,2002,24.4382,0.103,"(24.43817, 0.103)",Algeria,Africa
31061,Tanezrouft 076,31337,Valid,L6,3.55,Found,2003,24.6205,-0.5617,"(24.6205, -0.5617)",Algeria,Africa
31076,Taoudenni,51580,Valid,Diogenite,24.37,Found,2007,22.7917,-3.96667,"(22.79167, -3.96667)",Mali,Africa
31077,Taouz 001,23874,Valid,L6,2.43,Found,1991,30.9,-4.23833,"(30.9, -4.23833)",Morocco,Africa
31078,Taouz 002,23875,Valid,LL6,8.35,Found,1999,30.9,-3.96667,"(30.9, -3.96667)",Morocco,Africa
31079,Tarahumara,23876,Valid,"Iron, IIE",2.5,Found,1994,28.5,-106.25,"(28.5, -106.25)",Mexico,North America
31087,Tawallah Valley,23889,Valid,"Iron, IVB",75.75,Found,1939,-15.7,135.667,"(-15.7, 135.66667)",Australia,Oceania
31091,Tell,23893,Valid,H6,16.6,Found,1930,34.3833,-100.4,"(34.38333, -100.4)",United States,North America
31092,Temple,23894,Valid,L6,5.0,Found,1959,31.1167,-97.3,"(31.11667, -97.3)",United States,North America
31094,Tendo,23896,Valid,"Iron, IIIAB",10.1,Found,1910,38.35,140.373,"(38.35, 140.37333)",Japan,Asia
31097,Teocaltiche,23901,Valid,Iron,10.0,Found,1903,21.4333,-102.567,"(21.43333, -102.56667)",Mexico,North America
31098,Teplá,23902,Valid,"Iron, IIIAB",17.0,Found,1909,49.9833,12.8667,"(49.98333, 12.86667)",Czechia,Europe
31101,Texline,23906,Valid,H5,26.2,Found,1937,36.4,-103.017,"(36.4, -103.01667)",United States,North America
31103,Thiel Mountains,23911,Valid,"Pallasite, PMG",31.7,Found,1962,-85.45,-90.0,"(-85.45, -90.0)",Antarctica,Antarctica
31189,Thule,23977,Valid,"Iron, IIIAB",48.6,Found,1955,76.5333,-67.55,"(76.53333, -67.55)",Greenland,North America
31191,Thumrayt 001,45958,Valid,"Pallasite, PMG",2.48,Found,2006,17.5833,54.35,"(17.58333, 54.35)",Oman,Asia
31192,Thumrayt 002,51862,Valid,L3.5,3.07,Found,2007,17.9695,54.0663,"(17.9695, 54.06633)",Oman,Asia
31198,Tianlin,23983,Valid,"Iron, IAB complex",300.0,Found,1956,24.3,106.1,"(24.3, 106.1)",China,Asia
31199,Tiberrhamine,23985,Valid,L6,107.0,Found,1967,28.1167,0.53333,"(28.11667, 0.53333)",Algeria,Africa
31201,Tieraco Creek,23987,Valid,"Iron, IIIAB",41.7,Found,1922,-26.3333,118.333,"(-26.33333, 118.33333)",Australia,Oceania
31211,Tieret 010,56405,Valid,H3,5.15,Found,2010,30.9802,10.0065,"(30.98022, 10.00652)",Tunisia,Africa
31217,Tiffa 001,23991,Valid,H5,26.9,Found,1997,19.949,11.933,"(19.949, 11.933)",Niger,Africa
31218,Tiffa 002,23992,Valid,H4/5,4.7,Found,1997,19.696,11.5268,"(19.696, 11.52683)",Niger,Africa
31223,Tiffa 007,23997,Valid,H5,9.25,Found,2001,20.2012,11.587,"(20.20117, 11.587)",Niger,Africa
31226,Timber Lake,57160,Valid,H3,8.66,Found,2011,45.425,-101.097,"(45.425, -101.097)",United States,North America
31232,Tinnie,24006,Valid,"Iron, IVB",15.3,Found,1978,33.3833,-105.25,"(33.38333, -105.25)",United States,North America
31233,Tishomingo,24010,Valid,"Iron, ungrouped",260.0,Found,1965,34.25,-96.6833,"(34.25, -96.68333)",United States,North America
31234,Tlacotepec,24013,Valid,"Iron, IVB",71.0,Found,1903,18.65,-97.55,"(18.65, -97.55)",Mexico,North America
31235,Tobe,24014,Valid,H4,5.39,Found,1963,37.2,-103.583,"(37.2, -103.58333)",United States,North America
31236,Tokio (a),24016,Valid,H5,6.6,Found,1974,33.2167,-102.632,"(33.21667, -102.63167)",United States,North America
31244,Tostado,24033,Valid,H6,22.0,Found,1945,-29.2333,-61.7667,"(-29.23333, -61.76667)",Argentina,South America
31245,Touat 001,31350,Valid,L6,2.65,Found,2002,27.6353,-0.51667,"(27.63533, -0.51667)",Algeria,Africa
31246,Touat 002,31351,Valid,H5,5.15,Found,2002,27.4667,-0.51667,"(27.46667, -0.51667)",Algeria,Africa
31248,Toufassour,47702,Valid,Mesosiderite,73.3,Found,2007,29.6523,-7.7493,"(29.65225, -7.7493)",Morocco,Africa
31254,Tres Castillos,24047,Valid,"Iron, ungrouped",150.0,Found,1992,29.47,-105.8,"(29.47, -105.8)",Mexico,North America
31258,Tryon,24056,Valid,L6,15.9,Found,1934,41.55,-100.967,"(41.55, -100.96667)",United States,North America
31259,Tsarev,24058,Valid,L5,1225.3,Found,1968,48.7,45.7,"(48.7, 45.7)",Russia,Europe
31261,Tule Draw,24064,Valid,H5,2.3,Found,1981,34.6667,-102.0,"(34.66667, -102.0)",United States,North America
31265,Tulia (a),24066,Valid,H3-4,86.0,Found,1917,34.6167,-101.95,"(34.61667, -101.95)",United States,North America
31266,Tulia (b),24067,Valid,L6,4.8,Found,1917,34.5333,-101.7,"(34.53333, -101.7)",United States,North America
31267,Tulia (d),24069,Valid,H6,17.7,Found,1981,34.6067,-101.767,"(34.60667, -101.76667)",United States,North America
31292,Turtle River,24085,Valid,"Iron, IIIAB",22.39,Found,1953,47.6,-94.7667,"(47.6, -94.76667)",United States,North America
31294,Twannberg,24088,Valid,"Iron, IIG",20.69,Found,1984,47.1244,7.17889,"(47.12444, 7.17889)",Switzerland,Europe
31295,Twentynine Palms,24089,Valid,L,19.7,Found,1944,34.075,-116.017,"(34.075, -116.01667)",United States,North America
31296,Twin City,24090,Valid,"Iron, IAB-ung",5.13,Found,1955,32.5833,-82.0167,"(32.58333, -82.01667)",United States,North America
31297,Two Buttes (a),24091,Valid,H5,19.7,Found,1962,37.6333,-102.417,"(37.63333, -102.41667)",United States,North America
31298,Two Buttes (b),24092,Valid,H,3.0,Found,1970,37.6333,-102.417,"(37.63333, -102.41667)",United States,North America
31299,Twodot,24093,Valid,H6,21.4,Found,1999,46.7,-110.133,"(46.7, -110.13333)",United States,North America
31303,Uegit,24105,Valid,"Iron, IIIAB",252.0,Found,1921,3.81667,43.3333,"(3.81667, 43.33333)",Somalia,Africa
31306,Ulyanovsk,45816,Valid,H5,4.68,Found,2006,54.3649,48.5914,"(54.364947, 48.591447)",Russia,Europe
31307,Ulysses,24110,Valid,H4,3.9,Found,1927,37.6,-101.25,"(37.6, -101.25)",United States,North America
31309,Umbarger,24113,Valid,L6,13.0,Found,1954,34.95,-102.118,"(34.95, -102.1175)",United States,North America
31315,Umm as Samim 009,51872,Valid,L6,3.99,Found,2009,21.0649,56.4819,"(21.06493, 56.48188)",Oman,Asia
31333,Umm as Samim 027,55425,Valid,L6,2.91,Found,2010,21.113,55.5408,"(21.11303, 55.54083)",Oman,Asia
31338,Umm as Samim 032,55428,Valid,H4,4.34,Found,2010,21.0483,55.5737,"(21.04832, 55.57372)",Oman,Asia
31342,United Arab Emirates 002,51025,Valid,L6,2.0,Found,2005,22.8423,55.141,"(22.84231, 55.14103)",United Arab Emirates,Asia
31369,Unter-Mässing,24124,Valid,"Iron, IIC",80.0,Found,1920,49.0903,11.3333,"(49.09028, 11.33333)",Germany,Europe
31371,Ural,24126,Valid,OC,9.4,Found,1981,55.8,66.0,"(55.8, 66.0)",Russia,Europe
31372,Uruachic,24130,Valid,"Iron, IIIAB",13.0,Found,1989,27.85,-108.233,"(27.85, -108.23333)",Mexico,North America
31373,Uruaçu,24131,Valid,"Iron, IAB-MG",72.5,Found,1992,-14.5333,-48.7667,"(-14.53333, -48.76667)",Brazil,South America
31374,Uruq al Hadd 001,24127,Valid,LL5,2.34,Found,2003,18.4443,52.9781,"(18.44432, 52.97805)",Oman,Asia
31375,Uruq al Hadd 002,24128,Valid,H3,3.7,Found,1996,18.5,52.1667,"(18.5, 52.16667)",Yemen,Asia
31376,Ust-Nyukzha,24133,Valid,"Iron, IAB complex",44.0,Found,1992,56.3833,120.467,"(56.38333, 120.46667)",Russia,Europe
31378,Uvalde,24137,Valid,H5,8.2,Found,1915,29.2,-99.7667,"(29.2, -99.76667)",United States,North America
31379,Uwet,24138,Valid,"Iron, IIAB",54.0,Found,1903,5.28333,8.25,"(5.28333, 8.25)",Nigeria,Africa
31380,Uwharrie,24139,Valid,"Iron, IIIAB",72.7,Found,1930,35.5167,-79.9667,"(35.51667, -79.96667)",United States,North America
31381,Vaalbult,24141,Valid,"Iron, IAB-MG",11.8,Found,1921,-29.75,22.5,"(-29.75, 22.5)",South Africa,Africa
31384,Valentine,24148,Valid,L4,2.3,Found,1942,42.9333,-100.75,"(42.93333, -100.75)",United States,North America
31385,Valkeala,24150,Valid,L6,4.0,Found,1962,61.05,26.8333,"(61.05, 26.83333)",Finland,Europe
31387,Varpaisjärvi,24153,Valid,L6,2.0,Found,1913,63.3,27.7333,"(63.3, 27.73333)",Finland,Europe
31389,Veliko-Nikolaevsky Priisk,24157,Valid,"Iron, IIIAB",24.27,Found,1902,53.8333,97.3333,"(53.83333, 97.33333)",Russia,Europe
31390,Ventura,24159,Valid,"Iron, IAB-ung",7.7,Found,1953,34.25,-119.3,"(34.25, -119.3)",United States,North America
31392,Vera,24161,Valid,L/LL4,80.0,Found,1941,-29.9167,-60.2833,"(-29.91667, -60.28333)",Argentina,South America
31393,Verissimo,24163,Valid,"Iron, IIIAB",14.0,Found,1965,-19.7333,-48.3167,"(-19.73333, -48.31667)",Brazil,South America
31396,Verkhnyi Saltov,31352,Valid,"Iron, IIIAB",9.53,Found,2001,50.1111,36.8001,"(50.11112, 36.8001)",Ukraine,Europe
31397,Vermillion,24167,Valid,"Pallasite, ungrouped",34.36,Found,1991,39.7363,-96.3613,"(39.73633, -96.36133)",United States,North America
31398,Vicenice,24170,Valid,"Iron, IID",4.37,Found,1911,49.2167,15.8,"(49.21667, 15.8)",Czechia,Europe
31400,Viedma,24172,Valid,L5,6.9,Found,2003,-41.0667,-62.85,"(-41.06667, -62.85)",Argentina,South America
31401,View Hill,24173,Valid,"Iron, IIIAB",33.6,Found,1952,-43.32,172.063,"(-43.32, 172.06333)",New Zealand,Oceania
31404,Villa Coronado,24177,Valid,H5,2.9,Found,1983,26.75,-105.25,"(26.75, -105.25)",Mexico,North America
31410,Vitoria da Conquista,48953,Valid,"Iron, IVA",10.5,Found,2007,-14.8386,-40.8361,"(-14.83861, -40.83611)",Brazil,South America
31411,Vulcan,24192,Valid,H6,19.0,Found,1962,50.5167,-113.133,"(50.51667, -113.13333)",Canada,North America
31412,Vyatka,24193,Valid,H4,45.0,Found,1991,57.5333,49.0,"(57.53333, 49.0)",Russia,Europe
31415,Wagon Mound,24196,Valid,L6,87.5,Found,1932,35.8408,-104.586,"(35.84083, -104.58583)",United States,North America
31417,Waingaromia,24198,Valid,"Iron, IIIAB",9.2,Found,1915,-38.25,178.083,"(-38.25, 178.08333)",New Zealand,Oceania
31419,Waka,24200,Valid,H6,11.88,Found,1963,36.15,-101.05,"(36.15, -101.05)",United States,North America
31420,Walcott,24201,Valid,H5,2.0,Found,1983,32.4,-101.95,"(32.4, -101.95)",United States,North America
31424,Wallapai,24206,Valid,"Iron, IID",430.0,Found,1927,35.8,-113.7,"(35.8, -113.7)",United States,North America
31425,Wallareenya,24207,Valid,"Iron, IIIAB",4.39,Found,1965,-20.6667,118.833,"(-20.66667, 118.83333)",Australia,Oceania
31428,Waltman,24211,Valid,L4,23.41,Found,1948,43.0,-107.167,"(43.0, -107.16667)",United States,North America
31429,Warburton Range,24212,Valid,"Iron, IVB",56.93,Found,1963,-26.2833,126.667,"(-26.28333, 126.66667)",Australia,Oceania
